crop_path,word_text,char_indices,word_length,language
,উত্তরাধিকার,,11,bengali
,উত্তরাধিকার,,11,bengali
,উত্তরাধিকার,,11,bengali
,।,,1,english
,।,,1,english
,।,,1,english
,জননী,,4,bengali
,জননী,,4,bengali
,জননী,,4,bengali
,জন্মভূমি,,8,bengali
,জন্মভূমি,,8,bengali
,জন্মভূমি,,8,bengali
,তখন,,3,bengali
,তখন,,3,bengali
,তখন,,3,bengali
,স্বর্গের,,8,bengali
,স্বর্গের,,8,bengali
,স্বর্গের,,8,bengali
,চেয়েও,,5,bengali
,চেয়েও,,5,bengali
,চেয়েও,,5,bengali
,গরীয়সী,,6,bengali
,গরীয়সী,,6,bengali
,গরীয়সী,,6,bengali
,মহিমাদীপ্ত,,10,bengali
,মহিমাদীপ্ত,,10,bengali
,মহিমাদীপ্ত,,10,bengali
,।,,1,english
,।,,1,english
,।,,1,english
,।,,1,english
,।,,1,english
,।,,1,english
,আয়,,2,bengali
,আয়,,2,bengali
,আয়,,2,bengali
,আয়,,2,bengali
,আয়,,2,bengali
,আয়,,2,bengali
,চাঁদ,,4,bengali
,চাঁদ,,4,bengali
,চাঁদ,,4,bengali
,মামা,,4,bengali
,মামা,,4,bengali
,মামা,,4,bengali
,টিপ,,3,bengali
,টিপ,,3,bengali
,টিপ,,3,bengali
,দিয়ে,,4,bengali
,দিয়ে,,4,bengali
,দিয়ে,,4,bengali
,যা,,2,bengali
,যা,,2,bengali
,যা,,2,bengali
,চাঁদের,,6,bengali
,চাঁদের,,6,bengali
,চাঁদের,,6,bengali
,কপালে,,5,bengali
,কপালে,,5,bengali
,কপালে,,5,bengali
,চাঁদ,,4,bengali
,চাঁদ,,4,bengali
,চাঁদ,,4,bengali
,টিপ,,3,bengali
,টিপ,,3,bengali
,টিপ,,3,bengali
,দিয়ে,,4,bengali
,দিয়ে,,4,bengali
,দিয়ে,,4,bengali
,যা,,2,bengali
,যা,,2,bengali
,যা,,2,bengali
,।,,1,english
,।,,1,english
,।,,1,english
,আমার,,4,bengali
,আমার,,4,bengali
,আমার,,4,bengali
,সোনার,,5,bengali
,সোনার,,5,bengali
,সোনার,,5,bengali
,বাংলা,,5,bengali
,বাংলা,,5,bengali
,বাংলা,,5,bengali
, ,,1,english
, ,,1,english
, ,,1,english
,াআমি,,4,bengali
,াআমি,,4,bengali
,াআমি,,4,bengali
,তোমায়,,5,bengali
,তোমায়,,5,bengali
,তোমায়,,5,bengali
,ভালবাসি,,7,bengali
,ভালবাসি,,7,bengali
,ভালবাসি,,7,bengali
,।,,1,english
,।,,1,english
,।,,1,english
,চিরদিন,,6,bengali
,চিরদিন,,6,bengali
,চিরদিন,,6,bengali
,তোমার,,5,bengali
,তোমার,,5,bengali
,তোমার,,5,bengali
,আকাশ,,4,bengali
,আকাশ,,4,bengali
,আকাশ,,4,bengali
,তোমার,,5,bengali
,তোমার,,5,bengali
,তোমার,,5,bengali
,বাতাস,,5,bengali
,বাতাস,,5,bengali
,বাতাস,,5,bengali
,আমার,,4,bengali
,আমার,,4,bengali
,আমার,,4,bengali
,প্রানে,,6,bengali
,প্রানে,,6,bengali
,প্রানে,,6,bengali
,ওমা,,3,bengali
,ওমা,,3,bengali
,ওমা,,3,bengali
,আমার,,4,bengali
,আমার,,4,bengali
,আমার,,4,bengali
,প্রানে,,6,bengali
,প্রানে,,6,bengali
,প্রানে,,6,bengali
,বাজায়,,5,bengali
,বাজায়,,5,bengali
,বাজায়,,5,bengali
,বাশি,,4,bengali
,বাশি,,4,bengali
,বাশি,,4,bengali
,।,,1,english
,।,,1,english
,।,,1,english
,সোনার,,5,bengali
,সোনার,,5,bengali
,সোনার,,5,bengali
,বাংলা,,5,bengali
,বাংলা,,5,bengali
,বাংলা,,5,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,তোমায়,,5,bengali
,তোমায়,,5,bengali
,তোমায়,,5,bengali
,ভালবাসি,,7,bengali
,ভালবাসি,,7,bengali
,ভালবাসি,,7,bengali
,।,,1,english
,।,,1,english
,।,,1,english
,*,,1,english
,*,,1,english
,*,,1,english
,সকালে,,5,bengali
,সকালে,,5,bengali
,সকালে,,5,bengali
,উঠিয়া,,5,bengali
,উঠিয়া,,5,bengali
,উঠিয়া,,5,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,মনে,,3,bengali
,মনে,,3,bengali
,মনে,,3,bengali
,মনে,,3,bengali
,মনে,,3,bengali
,মনে,,3,bengali
,বলি,,3,bengali
,বলি,,3,bengali
,বলি,,3,bengali
,সারাদিন,,7,bengali
,সারাদিন,,7,bengali
,সারাদিন,,7,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,যেন,,3,bengali
,যেন,,3,bengali
,যেন,,3,bengali
,ভালো,,4,bengali
,ভালো,,4,bengali
,ভালো,,4,bengali
,হয়ে,,3,bengali
,হয়ে,,3,bengali
,হয়ে,,3,bengali
,চলি,,3,bengali
,চলি,,3,bengali
,চলি,,3,bengali
,আদেশ,,4,bengali
,আদেশ,,4,bengali
,আদেশ,,4,bengali
,করেন,,4,bengali
,করেন,,4,bengali
,করেন,,4,bengali
,যেন,,3,bengali
,যেন,,3,bengali
,যেন,,3,bengali
,মোর,,3,bengali
,মোর,,3,bengali
,মোর,,3,bengali
,গুরু,,4,bengali
,গুরু,,4,bengali
,গুরু,,4,bengali
,জনে,,3,bengali
,জনে,,3,bengali
,জনে,,3,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,যেন,,3,bengali
,যেন,,3,bengali
,যেন,,3,bengali
,সেই,,3,bengali
,সেই,,3,bengali
,সেই,,3,bengali
,কাজ,,3,bengali
,কাজ,,3,bengali
,কাজ,,3,bengali
,করি,,3,bengali
,করি,,3,bengali
,করি,,3,bengali
,ভালো,,4,bengali
,ভালো,,4,bengali
,ভালো,,4,bengali
,মনে,,3,bengali
,মনে,,3,bengali
,মনে,,3,bengali
,পড়ার*,,5,bengali
,পড়ার*,,5,bengali
,পড়ার*,,5,bengali
,সকল,,3,bengali
,সকল,,3,bengali
,সকল,,3,bengali
,ছেলে,,4,bengali
,ছেলে,,4,bengali
,ছেলে,,4,bengali
,মোরা,,4,bengali
,মোরা,,4,bengali
,মোরা,,4,bengali
,ভাই,,3,bengali
,ভাই,,3,bengali
,ভাই,,3,bengali
,ভাই,,3,bengali
,ভাই,,3,bengali
,ভাই,,3,bengali
,একসাথে,,6,bengali
,একসাথে,,6,bengali
,একসাথে,,6,bengali
,খেলি,,4,bengali
,খেলি,,4,bengali
,খেলি,,4,bengali
,আর,,2,bengali
,আর,,2,bengali
,আর,,2,bengali
,পাঠশালে,,7,bengali
,পাঠশালে,,7,bengali
,পাঠশালে,,7,bengali
,যাই,,3,bengali
,যাই,,3,bengali
,যাই,,3,bengali
,।,,1,english
,।,,1,english
,।,,1,english
,আমার,,4,bengali
,আমার,,4,bengali
,আমার,,4,bengali
,সোনার,,5,bengali
,সোনার,,5,bengali
,সোনার,,5,bengali
,বাংলা,,5,bengali
,বাংলা,,5,bengali
,বাংলা,,5,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,তোমায়,,5,bengali
,তোমায়,,5,bengali
,তোমায়,,5,bengali
,ভালবাসি,,7,bengali
,ভালবাসি,,7,bengali
,ভালবাসি,,7,bengali
,চিরদিন,,6,bengali
,চিরদিন,,6,bengali
,চিরদিন,,6,bengali
,তোমার,,5,bengali
,তোমার,,5,bengali
,তোমার,,5,bengali
,আকাশ,,4,bengali
,আকাশ,,4,bengali
,আকাশ,,4,bengali
,তোমার,,5,bengali
,তোমার,,5,bengali
,তোমার,,5,bengali
,বাতাস,,5,bengali
,বাতাস,,5,bengali
,বাতাস,,5,bengali
,আমর*,,4,bengali
,আমর*,,4,bengali
,আমর*,,4,bengali
,প্রানে*,,7,bengali
,প্রানে*,,7,bengali
,প্রানে*,,7,bengali
,ওমা,,3,bengali
,ওমা,,3,bengali
,ওমা,,3,bengali
,আমার,,4,bengali
,আমার,,4,bengali
,আমার,,4,bengali
,প্রানে,,6,bengali
,প্রানে,,6,bengali
,প্রানে,,6,bengali
,বাজাই,,5,bengali
,বাজাই,,5,bengali
,বাজাই,,5,bengali
,বাঁশি,,5,bengali
,বাঁশি,,5,bengali
,বাঁশি,,5,bengali
,ওমা,,3,bengali
,ওমা,,3,bengali
,ওমা,,3,bengali
,ফাগুনে,,6,bengali
,ফাগুনে,,6,bengali
,ফাগুনে,,6,bengali
,তোর,,3,bengali
,তোর,,3,bengali
,তোর,,3,bengali
,আমের,,4,bengali
,আমের,,4,bengali
,আমের,,4,bengali
,বনে,,3,bengali
,বনে,,3,bengali
,বনে,,3,bengali
,গ্রানে,,6,bengali
,গ্রানে,,6,bengali
,গ্রানে,,6,bengali
,পাগল,,4,bengali
,পাগল,,4,bengali
,পাগল,,4,bengali
,করে,,3,bengali
,করে,,3,bengali
,করে,,3,bengali
,-,,1,english
,-,,1,english
,-,,1,english
,এ,,1,bengali
,এ,,1,bengali
,এ,,1,bengali
,এ,,1,bengali
,এ,,1,bengali
,এ,,1,bengali
,এ,,1,bengali
,এ,,1,bengali
,এ,,1,bengali
,-,,1,english
,-,,1,english
,-,,1,english
,-,,1,english
,-,,1,english
,-,,1,english
,ওমা,,3,bengali
,ওমা,,3,bengali
,ওমা,,3,bengali
,অগ্রানে,,7,bengali
,অগ্রানে,,7,bengali
,অগ্রানে,,7,bengali
,তোর,,3,bengali
,তোর,,3,bengali
,তোর,,3,bengali
,ভরা,,3,bengali
,ভরা,,3,bengali
,ভরা,,3,bengali
,ক্ষেতে,,6,bengali
,ক্ষেতে,,6,bengali
,ক্ষেতে,,6,bengali
,কি,,2,bengali
,কি,,2,bengali
,কি,,2,bengali
,দেখেছি,,6,bengali
,দেখেছি,,6,bengali
,দেখেছি,,6,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,কি,,2,bengali
,কি,,2,bengali
,কি,,2,bengali
,দেখেছি,,6,bengali
,দেখেছি,,6,bengali
,দেখেছি,,6,bengali
,মধুর,,4,bengali
,মধুর,,4,bengali
,মধুর,,4,bengali
,হাসি,,4,bengali
,হাসি,,4,bengali
,হাসি,,4,bengali
,সোনার,,5,bengali
,সোনার,,5,bengali
,সোনার,,5,bengali
,বাংলা,,5,bengali
,বাংলা,,5,bengali
,বাংলা,,5,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,আমি,,3,bengali
,তোমায়,,5,bengali
,তোমায়,,5,bengali
,তোমায়,,5,bengali
,ভালবাসি,,7,bengali
,ভালবাসি,,7,bengali
,ভালবাসি,,7,bengali
,।,,1,english
,।,,1,english
,।,,1,english
,",original
words/clahe/103_23_0_138-123-180-159.png,",,51,english
,",highboost
words/original/103_23_0_172-158-327-217.png,আমার,original
words/clahe/103_23_0_172-158-327-217.png,আমার,clahe
words/highboost/103_23_0_172-158-327-217.png,আমার,highboost
words/original/103_23_0_338-149-484-239.png,চোখের,original
words/clahe/103_23_0_338-149-484-239.png,চোখের,clahe
words/highboost/103_23_0_338-149-484-239.png,চোখের,highboost
words/original/103_23_0_487-154-580-233.png,দিকে,original
words/clahe/103_23_0_487-154-580-233.png,দিকে,clahe
words/highboost/103_23_0_487-154-580-233.png,দিকে,highboost
words/original/103_23_0_583-165-748-247.png,তাকিয়ে,original
words/clahe/103_23_0_583-165-748-247.png,তাকিয়ে,clahe
words/highboost/103_23_0_583-165-748-247.png,তাকিয়ে,highboost
words/original/103_23_0_762-179-864-249.png,দেখ,original
words/clahe/103_23_0_762-179-864-249.png,দেখ,clahe
words/highboost/103_23_0_762-179-864-249.png,দেখ,highboost
words/original/103_23_0_863-223-877-248.png, ,original
words/clahe/103_23_0_863-223-877-248.png, ,clahe
words/highboost/103_23_0_863-223-877-248.png, ,highboost
words/original/103_23_0_326-237-528-336.png,পৃথিবীটা,original
words/clahe/103_23_0_326-237-528-336.png,পৃথিবীটা,clahe
words/highboost/103_23_0_326-237-528-336.png,পৃথিবীটা,highboost
words/original/103_23_0_544-260-686-333.png,দেখবে,original
words/clahe/103_23_0_544-260-686-333.png,দেখবে,clahe
words/highboost/103_23_0_544-260-686-333.png,দেখবে,highboost
words/original/103_23_0_710-262-819-333.png,গোল,original
words/clahe/103_23_0_710-262-819-333.png,গোল,clahe
words/highboost/103_23_0_710-262-819-333.png,গোল,highboost
words/original/103_23_0_841-274-983-356.png,দেখাবে,original
words/clahe/103_23_0_841-274-983-356.png,দেখাবে,clahe
words/highboost/103_23_0_841-274-983-356.png,দেখাবে,highboost
words/original/103_23_0_983-317-995-346.png,।,original
words/clahe/103_23_0_983-317-995-346.png,।,clahe
words/highboost/103_23_0_983-317-995-346.png,।,highboost
words/original/103_23_0_1031-270-1062-301.png,",,1933,bengali
,",clahe
words/highboost/103_23_0_1031-270-1062-301.png,",,54,english
,",original
words/clahe/103_23_0_164-470-218-520.png,",,51,english
,",highboost
words/original/103_23_0_240-479-421-554.png,পালকির,original
words/clahe/103_23_0_240-479-421-554.png,পালকির,clahe
words/highboost/103_23_0_240-479-421-554.png,পালকির,highboost
words/original/103_23_0_435-484-619-573.png,সুঃখানি,original
words/clahe/103_23_0_435-484-619-573.png,সুঃখানি,clahe
words/highboost/103_23_0_435-484-619-573.png,সুঃখানি,highboost
words/original/103_23_0_623-523-640-550.png, ,original
words/clahe/103_23_0_623-523-640-550.png, ,clahe
words/highboost/103_23_0_623-523-640-550.png, ,highboost
words/original/103_23_0_648-479-801-569.png,দিলেম,original
words/clahe/103_23_0_648-479-801-569.png,দিলেম,clahe
words/highboost/103_23_0_648-479-801-569.png,দিলেম,highboost
words/original/103_23_0_817-480-1014-570.png,বিসর্জন,original
words/clahe/103_23_0_817-480-1014-570.png,বিসর্জন,clahe
words/highboost/103_23_0_817-480-1014-570.png,বিসর্জন,highboost
words/original/103_23_0_261-562-412-656.png,কাঁটার,original
words/clahe/103_23_0_261-562-412-656.png,কাঁটার,clahe
words/highboost/103_23_0_261-562-412-656.png,কাঁটার,highboost
words/original/103_23_0_421-587-623-668.png,অবলোকনে,original
words/clahe/103_23_0_421-587-623-668.png,অবলোকনে,clahe
words/highboost/103_23_0_421-587-623-668.png,অবলোকনে,highboost
words/original/103_23_0_626-628-640-655.png,।,original
words/clahe/103_23_0_626-628-640-655.png,।,clahe
words/highboost/103_23_0_626-628-640-655.png,।,highboost
words/original/103_23_0_624-596-649-622.png,*,original
words/clahe/103_23_0_624-596-649-622.png,*,clahe
words/highboost/103_23_0_624-596-649-622.png,*,highboost
words/original/103_23_0_983-289-1001-309.png,*,original
words/clahe/103_23_0_983-289-1001-309.png,*,clahe
words/highboost/103_23_0_983-289-1001-309.png,*,highboost
words/original/103_23_0_273-669-427-749.png,যদিও,original
words/clahe/103_23_0_273-669-427-749.png,যদিও,clahe
words/highboost/103_23_0_273-669-427-749.png,যদিও,highboost
words/original/103_23_0_454-673-552-753.png,সেটা,original
words/clahe/103_23_0_454-673-552-753.png,সেটা,clahe
words/highboost/103_23_0_454-673-552-753.png,সেটা,highboost
words/original/103_23_0_569-669-781-755.png,স্পর্শকাতর,original
words/clahe/103_23_0_569-669-781-755.png,স্পর্শকাতর,clahe
words/highboost/103_23_0_569-669-781-755.png,স্পর্শকাতর,highboost
words/original/103_23_0_779-722-800-754.png, ,original
words/clahe/103_23_0_779-722-800-754.png, ,clahe
words/highboost/103_23_0_779-722-800-754.png, ,highboost
words/original/103_23_0_337-754-485-855.png,তবুও,original
words/clahe/103_23_0_337-754-485-855.png,তবুও,clahe
words/highboost/103_23_0_337-754-485-855.png,তবুও,highboost
words/original/103_23_0_497-768-610-857.png,নিজ,original
words/clahe/103_23_0_497-768-610-857.png,নিজ,clahe
words/highboost/103_23_0_497-768-610-857.png,নিজ,highboost
words/original/103_23_0_625-769-840-843.png,মনঃস্তলে,original
words/clahe/103_23_0_625-769-840-843.png,মনঃস্তলে,clahe
words/highboost/103_23_0_625-769-840-843.png,মনঃস্তলে,highboost
words/original/103_23_0_329-861-440-946.png,এক,original
words/clahe/103_23_0_329-861-440-946.png,এক,clahe
words/highboost/103_23_0_329-861-440-946.png,এক,highboost
words/original/103_23_0_452-859-625-961.png,বিদ্যুতের,original
words/clahe/103_23_0_452-859-625-961.png,বিদ্যুতের,clahe
words/highboost/103_23_0_452-859-625-961.png,বিদ্যুতের,highboost
words/original/103_23_0_643-866-755-945.png,চমক,original
words/clahe/103_23_0_643-866-755-945.png,চমক,clahe
words/highboost/103_23_0_643-866-755-945.png,চমক,highboost
words/original/103_23_0_766-854-796-895.png,",,3491,bengali
,",clahe
words/highboost/103_23_0_766-854-796-895.png,",,52,english
, ,,1,english
, ,,1,english
, ,,1,english
,",original
words/clahe/103_23_0_64-1031-101-1080.png,",,52,english
,",highboost
words/original/103_23_0_113-1066-214-1128.png,কেন,original
words/clahe/103_23_0_113-1066-214-1128.png,কেন,clahe
words/highboost/103_23_0_113-1066-214-1128.png,কেন,highboost
words/original/103_23_0_227-1058-358-1131.png,মিথ্যে,original
words/clahe/103_23_0_227-1058-358-1131.png,মিথ্যে,clahe
words/highboost/103_23_0_227-1058-358-1131.png,মিথ্যে,highboost
words/original/103_23_0_367-1057-479-1132.png,বলছ,original
words/clahe/103_23_0_367-1057-479-1132.png,বলছ,clahe
words/highboost/103_23_0_367-1057-479-1132.png,বলছ,highboost
words/original/103_23_0_481-1100-504-1134.png, ,original
words/clahe/103_23_0_481-1100-504-1134.png, ,clahe
words/highboost/103_23_0_481-1100-504-1134.png, ,highboost
words/original/103_23_0_521-1065-610-1134.png,কেন,original
words/clahe/103_23_0_521-1065-610-1134.png,কেন,clahe
words/highboost/103_23_0_521-1065-610-1134.png,কেন,highboost
words/original/103_23_0_627-1053-746-1138.png,একাই,original
words/clahe/103_23_0_627-1053-746-1138.png,একাই,clahe
words/highboost/103_23_0_627-1053-746-1138.png,একাই,highboost
words/original/103_23_0_754-1046-916-1147.png,কাঁদছো,original
words/clahe/103_23_0_754-1046-916-1147.png,কাঁদছো,clahe
words/highboost/103_23_0_754-1046-916-1147.png,কাঁদছো,highboost
words/original/103_23_0_181-1149-278-1226.png,করে,original
words/clahe/103_23_0_181-1149-278-1226.png,করে,clahe
words/highboost/103_23_0_181-1149-278-1226.png,করে,highboost
words/original/103_23_0_298-1138-431-1215.png,একাকী,original
words/clahe/103_23_0_298-1138-431-1215.png,একাকী,clahe
words/highboost/103_23_0_298-1138-431-1215.png,একাকী,highboost
words/original/103_23_0_455-1153-621-1211.png,আমায়,original
words/clahe/103_23_0_455-1153-621-1211.png,আমায়,clahe
words/highboost/103_23_0_455-1153-621-1211.png,আমায়,highboost
words/original/103_23_0_308-1223-451-1308.png,তুমি,original
words/clahe/103_23_0_308-1223-451-1308.png,তুমি,clahe
words/highboost/103_23_0_308-1223-451-1308.png,তুমি,highboost
words/original/103_23_0_462-1230-563-1304.png,ভালো,original
words/clahe/103_23_0_462-1230-563-1304.png,ভালো,clahe
words/highboost/103_23_0_462-1230-563-1304.png,ভালো,highboost
words/original/103_23_0_587-1219-647-1293.png,কি,original
words/clahe/103_23_0_587-1219-647-1293.png,কি,clahe
words/highboost/103_23_0_587-1219-647-1293.png,কি,highboost
words/original/103_23_0_656-1224-808-1305.png,আছো,original
words/clahe/103_23_0_656-1224-808-1305.png,আছো,clahe
words/highboost/103_23_0_656-1224-808-1305.png,আছো,highboost
words/original/103_23_0_814-1227-840-1308.png,?,original
words/clahe/103_23_0_814-1227-840-1308.png,?,clahe
words/highboost/103_23_0_814-1227-840-1308.png,?,highboost
words/original/103_23_0_840-1225-866-1257.png,",,2673,bengali
,",clahe
words/highboost/103_23_0_840-1225-866-1257.png,",,54,english
,আমাদের,,6,bengali
,আমাদের,,6,bengali
,আমাদের,,6,bengali
,ছোট,,3,bengali
,ছোট,,3,bengali
,ছোট,,3,bengali
,নদী,,3,bengali
,নদী,,3,bengali
,নদী,,3,bengali
,চলে,,3,bengali
,চলে,,3,bengali
,চলে,,3,bengali
,বাকে,,4,bengali
,বাকে,,4,bengali
,বাকে,,4,bengali
,বাকে*,,5,bengali
,বাকে*,,5,bengali
,বাকে*,,5,bengali
,বৈশাখ,,5,bengali
,বৈশাখ,,5,bengali
,বৈশাখ,,5,bengali
,মাসে,,4,bengali
,মাসে,,4,bengali
,মাসে,,4,bengali
,তার,,3,bengali
,তার,,3,bengali
,তার,,3,bengali
,হাটু,,4,bengali
,হাটু,,4,bengali
,হাটু,,4,bengali
,জল,,2,bengali
,জল,,2,bengali
,জল,,2,bengali
,থাকে,,4,bengali
,থাকে,,4,bengali
,থাকে,,4,bengali
,পার,,3,bengali
,পার,,3,bengali
,পার,,3,bengali
,হয়ে,,3,bengali
,হয়ে,,3,bengali
,হয়ে,,3,bengali
,যায়,,3,bengali
,যায়,,3,bengali
,যায়,,3,bengali
,গরু,,3,bengali
,গরু,,3,bengali
,গরু,,3,bengali
,পার,,3,bengali
,পার,,3,bengali
,পার,,3,bengali
,হয়,,2,bengali
,হয়,,2,bengali
,হয়,,2,bengali
,গাড়ি,,4,bengali
,গাড়ি,,4,bengali
,গাড়ি,,4,bengali
,দুই,,3,bengali
,দুই,,3,bengali
